Size;Random Array Sorting Time;Reverse Array Sorting Time;Nearly Sorted Array Sorting Time
500;130;104;102
600;127;243;156
700;213;189;181
800;242;209;209
900;273;183;180
1000;246;185;196
1100;282;221;220
1200;291;242;217
1300;273;217;216
1400;282;222;236
1500;306;237;252
1600;338;249;261
1700;340;261;281
1800;359;275;291
1900;391;294;324
2000;406;305;330
2100;427;272;286
2200;368;282;304
2300;383;301;326
2400;409;317;385
2500;424;329;355
2600;444;344;363
2700;461;361;375
2800;474;371;402
2900;494;384;412
3000;505;395;421
3100;524;388;365
3200;457;355;379
3300;473;367;390
3400;485;376;401
3500;497;386;409
3600;510;398;425
3700;564;405;433
3800;553;416;449
3900;515;384;393
4000;500;373;405
4100;505;378;400
4200;516;399;425
4300;528;406;442
4400;547;421;453
4500;560;433;471
4600;568;390;425
4700;521;405;435
4800;530;412;448
4900;544;422;453
5000;554;426;462
5100;566;433;468
5200;577;447;472
5300;587;456;488
5400;601;467;501
5500;612;474;512
5600;619;483;519
5700;633;521;528
5800;641;495;535
5900;650;501;549
6000;654;505;550
6100;660;508;543
6200;676;518;557
6300;694;531;567
6400;696;538;577
6500;716;552;592
6600;724;558;598
6700;735;568;606
6800;746;580;642
6900;756;583;623
7000;766;591;634
7100;775;595;639
7200;784;607;642
7300;824;626;660
7400;835;628;669
7500;849;639;683
7600;860;649;688
7700;868;672;697
7800;885;660;707
7900;892;666;716
8000;902;689;719
8100;902;672;715
8200;912;678;718
8300;907;689;730
8400;924;702;745
8500;937;715;757
8600;951;732;765
8700;960;737;778
8800;977;749;790
8900;988;758;807
9000;1001;773;812
9100;1011;774;818
9200;1020;779;824
9300;1039;837;835
9400;1055;808;848
9500;1058;821;859
9600;1092;825;870
9700;1084;834;877
9800;1104;842;883
9900;1106;846;892
10000;1112;852;900
10100;1121;854;896
10200;1122;860;898
10300;1140;872;909
10400;1153;890;924
10500;1165;898;932
10600;1186;914;949
10700;1196;930;960
10800;1218;939;969
10900;1240;945;987
11000;1232;955;999
11100;1254;965;1006
11200;1251;974;1010
11300;1264;980;1011
11400;1288;993;1023
11500;1292;998;1034
11600;1308;1007;1048
11700;1318;1048;1055
11800;1323;1021;1065
11900;1329;1025;1068
12000;1344;1029;1071
12100;1347;1038;1072
12200;1349;1035;1074
12300;1358;1042;1075
12400;1378;1055;1085
12500;1394;1069;1102
12600;1406;1079;1114
12700;1424;1090;1123
12800;1426;1101;1129
12900;1445;1113;1141
13000;1458;1124;1151
13100;1473;1128;1159
13200;1477;1135;1167
13300;1483;1140;1175
13400;1502;1154;1182
13500;1539;1161;1192
13600;1523;1171;1205
13700;1535;1175;1213
13800;1540;1180;1222
13900;1575;1184;1217
14000;1561;1190;1231
14100;1568;1221;1231
14200;1573;1200;1235
14300;1575;1201;1240
14400;1598;1219;1248
14500;1623;1234;1265
14600;1678;1251;1286
14700;1692;1265;1302
14800;1707;1280;1312
14900;1718;1287;1321
15000;1730;1298;1341
15100;1763;1301;1342
15200;1750;1315;1356
15300;1762;1317;1361
15400;1770;1328;1363
15500;1784;1340;1376
15600;1798;1341;1385
15700;1817;1363;1397
15800;1823;1365;1407
15900;1835;1377;1412
16000;1839;1369;1411
16100;1844;1371;1423
16200;1864;1372;1417
16300;1856;1375;1416
16400;1877;1385;1419
16500;1876;1399;1432
16600;1859;1407;1443
16700;1872;1420;1457
16800;1893;1436;1467
16900;1892;1445;1476
17000;1922;1460;1494
17100;1929;1472;1506
17200;1948;1480;1515
17300;1952;1498;1519
17400;1967;1499;1525
17500;1983;1516;1553
17600;1991;1519;1554
17700;2005;1531;1565
17800;2016;1538;1578
17900;2026;1543;1577
18000;2042;1558;1591
18100;2047;1565;1597
18200;2066;1571;1605
18300;2066;1576;1609
18400;2074;1580;1609
18500;2088;1604;1633
18600;2103;1613;1642
18700;2122;1623;1654
18800;2130;1636;1660
18900;2186;1647;1672
19000;2155;1657;1681
19100;2173;1674;1688
19200;2183;1673;1706
19300;2202;1682;1709
19400;2208;1690;1726
19500;2221;1699;1727
19600;2235;1709;1744
19700;2245;1715;1744
19800;2254;1730;1753
19900;2262;1727;1758
